customer_id,first_name,last_name,date_of_birth,region,segment,join_date
CUST00354,Graham,Green,1947-02-02,South East,Mass Market,2022-11-08
CUST00355,Callum,Humphreys,1980-06-04,Wales,Mass Affluent,2026-01-25
CUST00356,Chelsea,Sheppard,1948-11-01,Wales,Mass Market,2023-07-03
CUST00357,Owen,Wong,2004-07-23,East of England,Mass Affluent,2023-09-17
CUST00358,Lee,Morgan,1981-05-17,West Midlands,Student,2021-10-30
CUST00359,Jay,Webb,1975-01-17,East of England,Mass Market,2020-02-18
CUST00360,Dean,Moss,1955-10-11,London,Student,2018-05-10
CUST00361,Bruce,Brady,1965-07-12,Yorkshire,Mass Affluent,2018-06-20
CUST00362,Ricky,Allen,1995-06-13,London,Mass Market,2023-10-25
CUST00363,Chelsea,Simpson,1996-03-18,London,Student,2025-12-26
CUST00364,Richard,John,1985-04-13,Wales,Mass Affluent,2021-01-23
CUST00365,Matthew,Gardner,1988-05-02,North West,Mass Market,2021-10-08
CUST00366,Declan,Dodd,1952-11-10,East of England,Student,2018-12-14
CUST00367,Anna,Moss,1945-04-02,North West,Student,2018-12-05
CUST00368,Ashleigh,Page,1946-10-05,West Midlands,Mass Affluent,2025-07-16
CUST00369,Robin,Patel,1971-05-22,East of England,Student,2022-04-25
CUST00370,Charles,Middleton,1989-08-15,East of England,Mass Market,2022-01-12
CUST00371,Kirsty,Anderson,2000-08-17,Yorkshire,Mass Market,2017-05-29
CUST00372,Dean,Fraser,1982-07-24,South East,Student,2017-05-12
CUST00373,Frances,Reeves,1970-09-02,Yorkshire,Mass Market,2023-09-23
CUST00374,Danielle,Jenkins,1968-09-13,East of England,Mass Market,2021-02-28
CUST00375,Robin,Mitchell,1948-04-05,West Midlands,Premier,2022-05-21
CUST00376,Sharon,Griffiths,1986-09-02,London,Mass Market,2024-10-16
CUST00377,Kerry,King,1943-08-10,Yorkshire,Mass Market,2020-04-07
CUST00378,Hannah,Robinson,1944-03-30,South East,Student,2016-08-23
CUST00379,Dennis,Atkins,1954-11-22,West Midlands,Student,2018-11-06
CUST00380,Conor,Harris,1948-09-06,London,Mass Affluent,2016-08-24
CUST00381,Jean,Morris,1952-06-21,East of England,Mass Market,2018-09-17
CUST00382,Jessica,Kent,1956-03-05,Scotland,Mass Affluent,2025-01-09
CUST00383,Yvonne,Lee,1995-05-19,East of England,Mass Affluent,2022-07-16
CUST00384,Steven,Frost,1991-01-05,London,Mass Market,2017-03-26
CUST00385,Amanda,Brown,2003-03-15,North West,Student,2017-11-02
CUST00386,Terry,Allen,1979-07-15,East of England,Student,2023-05-24
CUST00387,Carolyn,Hart,1960-03-20,East of England,Mass Market,2018-06-22
CUST00388,Carol,Brown,1962-08-14,Scotland,Mass Affluent,2019-06-09
CUST00389,Marian,Nicholls,1987-06-12,Wales,Mass Affluent,2022-09-02
CUST00390,Craig,Williams,1947-09-21,West Midlands,Mass Market,2020-08-26
CUST00391,Amanda,Fox,1976-03-04,South East,Mass Market,2017-11-07
CUST00392,Hannah,Taylor,1991-04-09,South East,Mass Affluent,2022-04-16
CUST00393,Ross,Ross,1951-12-16,North West,Mass Market,2017-10-24
CUST00394,Denise,Parkinson,1976-08-16,Wales,Mass Affluent,2025-03-10
CUST00395,Gordon,Howe,1964-04-16,Wales,Mass Market,2022-06-27
CUST00396,Leah,Sharp,1956-08-05,East of England,Student,2018-04-06
CUST00397,Jacob,Smith,1952-04-28,Scotland,Mass Market,2019-02-11
CUST00398,Abbie,Tucker,2005-04-02,North West,Mass Market,2024-12-02
CUST00399,Gillian,Mitchell,1992-03-23,North West,Student,2026-05-16
CUST00400,Lucy,Davies,2000-07-16,Wales,Premier,2026-02-12
CUST00401,Carly,Woods,1983-01-06,West Midlands,Mass Market,2022-01-05
CUST00402,Teresa,Saunders,1970-06-11,Wales,Premier,2017-09-04
CUST00403,Pauline,Williams,1961-02-14,Wales,Mass Affluent,2021-03-09
CUST00404,Marie,George,1975-01-15,East of England,Student,2017-10-11
CUST00405,Dylan,Hall,1943-01-28,East of England,Mass Affluent,2017-06-25
CUST00406,Laura,Lee,1945-09-27,Yorkshire,Mass Market,2018-01-19
CUST00407,Jayne,Wright,1966-09-06,West Midlands,Mass Market,2024-05-21
CUST00408,Kimberley,Naylor,1994-05-26,Yorkshire,Student,2017-03-18
CUST00409,Barbara,Walker,1979-06-02,Scotland,Mass Affluent,2019-09-19
CUST00410,Danny,Butler,1974-08-20,Scotland,Student,2019-01-30
CUST00411,Benjamin,Price,1995-09-14,West Midlands,Mass Market,2022-05-11
CUST00412,Graham,Pollard,1952-04-04,East of England,Mass Affluent,2017-03-07
CUST00413,Louis,Goddard,2007-12-15,West Midlands,Mass Market,2023-12-28
CUST00414,Judith,Norris,1951-04-27,North West,Mass Market,2022-09-15
CUST00415,Christine,Bell,1966-11-18,London,Mass Market,2023-06-21
CUST00416,Declan,Davies,1944-01-30,Yorkshire,Student,2022-03-17
CUST00417,Gary,Sheppard,1978-06-27,East of England,Mass Market,2023-02-03
CUST00418,Glen,Smith,1998-06-19,East of England,Mass Market,2019-01-27
CUST00419,Brett,Reeves,1985-09-04,North West,Mass Market,2018-12-02
CUST00420,Bruce,Gordon,1985-02-28,North West,Mass Market,2023-03-08
CUST00421,Callum,Wright,2004-05-07,Wales,Mass Market,2017-12-15
CUST00422,Dylan,Moore,1984-04-22,West Midlands,Mass Affluent,2022-02-07
CUST00423,Scott,Davies,1996-12-04,Yorkshire,Student,2025-06-20
CUST00424,Colin,Willis,1969-04-30,West Midlands,Student,2025-03-01
CUST00425,Linda,Brown,1961-07-14,East of England,Student,2019-08-01
CUST00426,Allan,Cook,1992-08-26,London,Mass Affluent,2024-10-14
CUST00427,Alex,Wilson,1949-11-17,Scotland,Mass Affluent,2019-02-24
CUST00428,Martin,Doyle,1994-02-23,Wales,Student,2018-03-27
CUST00429,Kathleen,Welch,1997-05-07,South East,Mass Market,2025-06-21
CUST00430,Ian,Adams,2000-02-26,South East,Premier,2018-09-29
CUST00431,Jodie,Patel,1951-07-23,South East,Mass Market,2019-08-04
CUST00432,Hazel,Vaughan,1995-07-28,Wales,Student,2019-05-01
CUST00433,Jennifer,Thomas,1965-04-22,London,Mass Market,2020-07-21
CUST00434,Louise,Morrison,1991-09-19,London,Mass Market,2024-02-25
CUST00435,Donald,Wilkinson,1961-07-29,Yorkshire,Mass Market,2024-06-29
CUST00436,Gordon,Chan,2004-12-20,Scotland,Mass Affluent,2026-03-21
CUST00437,Chloe,Hall,1959-09-10,North West,Mass Market,2023-01-04
CUST00438,Stephanie,Hill,2006-04-09,South East,Mass Affluent,2019-04-09
CUST00439,Marc,Roberts,1949-12-07,West Midlands,Mass Affluent,2020-10-07
CUST00440,Lee,Hart,2000-01-01,Scotland,Mass Market,2022-10-30
CUST00441,Andrea,McDonald,1988-12-04,North West,Mass Market,2025-04-16
CUST00442,Harry,Kirby,1992-06-12,Wales,Mass Market,2019-03-30
CUST00443,Abdul,Patterson,1975-06-14,London,Student,2019-01-08
CUST00444,Amanda,Green,2002-06-23,East of England,Student,2020-04-16
CUST00445,Barbara,Young,2003-11-02,North West,Mass Market,2016-12-19
CUST00446,Elizabeth,Manning,1974-09-05,Yorkshire,Student,2022-11-16
CUST00447,Damian,Cooper,1946-01-26,Wales,Mass Affluent,2022-11-22
CUST00448,Francis,Day,2003-11-10,West Midlands,Mass Affluent,2018-03-14
CUST00449,Francesca,Goodwin,1950-06-16,East of England,Premier,2018-11-09
CUST00450,Ian,Hussain,1996-12-24,Scotland,Student,2024-07-20
CUST00451,Bethan,Holden,1992-02-27,East of England,Mass Market,2024-06-29
CUST00452,Lucy,Richards,2002-02-28,West Midlands,Mass Affluent,2017-11-11
CUST00453,Jack,Smith,1997-05-03,Wales,Student,2019-01-22
CUST00454,Lorraine,Singh,1981-12-13,Wales,Mass Market,2025-06-29
CUST00455,Mary,Griffiths,1960-02-14,West Midlands,Mass Market,2020-07-22
CUST00456,Josh,Blake,1956-09-28,London,Student,2023-08-28
CUST00457,Ruth,James,1971-08-16,East of England,Premier,2017-08-01
CUST00458,Jamie,Lee,1974-07-13,Wales,Premier,2025-08-19
CUST00459,Andrew,Mistry,1979-08-25,Scotland,Mass Affluent,2020-08-18
CUST00460,Gareth,Harris,1940-08-15,Yorkshire,Mass Market,2022-07-08
CUST00461,Cameron,Tyler,1953-04-06,Scotland,Mass Affluent,2017-12-20
CUST00462,Judith,Simpson,1945-02-14,North West,Mass Affluent,2025-06-18
CUST00463,Paige,O'Sullivan,2007-10-10,London,Mass Market,2025-02-24
CUST00464,Andrea,Brown,1999-12-12,East of England,Mass Market,2024-07-06
CUST00465,Samuel,Woods,2007-04-11,Yorkshire,Mass Affluent,2022-11-12
CUST00466,Howard,Morris,1964-10-25,South East,Student,2017-08-30
CUST00467,Leigh,Smith,1985-03-26,Yorkshire,Mass Affluent,2018-04-12
CUST00468,Kimberley,Newman,1963-02-22,North West,Mass Market,2018-10-13
CUST00469,Samuel,Parsons,1963-07-22,Yorkshire,Mass Affluent,2019-06-29
CUST00470,Lydia,Hall,1987-11-02,Wales,Premier,2024-08-27
CUST00471,Julia,Clayton,1949-09-10,Wales,Student,2017-08-03
CUST00472,Clare,Sims,1954-03-27,East of England,Student,2017-04-05
CUST00473,Marc,Young,1961-12-29,Wales,Mass Affluent,2021-10-15
CUST00474,Katherine,Matthews,1996-01-03,Yorkshire,Premier,2025-10-02
CUST00475,Elaine,Smith,1991-10-12,East of England,Student,2019-10-07
CUST00476,Mitchell,Evans,1993-08-26,North West,Premier,2017-04-30
CUST00477,Abbie,Ross,1948-12-26,Scotland,Student,2022-10-10
CUST00478,Amanda,Ball,1991-02-06,West Midlands,Student,2023-12-30
CUST00479,Emma,Cook,1953-03-25,Yorkshire,Mass Market,2024-12-15
CUST00480,Hazel,Stephenson,2003-06-01,West Midlands,Mass Market,2025-05-07
CUST00481,Vincent,Roberts,1989-12-29,South East,Mass Market,2023-09-26
CUST00482,Jason,Crawford,2008-03-26,Wales,Mass Affluent,2019-08-02
CUST00483,Janice,Harris,1947-07-02,Yorkshire,Mass Market,2017-11-16
CUST00484,Toby,Benson,1961-05-16,Scotland,Mass Market,2024-02-06
CUST00485,Mandy,Edwards,1951-11-09,Yorkshire,Student,2024-01-25
CUST00486,Bruce,Williams,1989-12-23,Scotland,Mass Affluent,2022-07-06
CUST00487,Jayne,Turner,1959-03-15,East of England,Student,2017-06-28
CUST00488,Keith,Davies,1968-02-28,Wales,Mass Affluent,2022-09-11
CUST00489,Sally,Roberts,1986-10-01,South East,Mass Market,2019-03-28
CUST00490,Robert,Wilkins,1981-11-11,London,Mass Market,2023-12-20
CUST00491,Joshua,Clarke,1956-07-29,East of England,Mass Market,2022-09-30
CUST00492,Linda,Cooper,1979-02-12,Scotland,Student,2017-01-24
CUST00493,Rachael,Dyer,1971-02-18,North West,Mass Market,2022-10-29
CUST00494,Christine,Williams,1945-09-30,Yorkshire,Mass Affluent,2026-04-12
CUST00495,Ashley,Hill,1967-08-09,West Midlands,Mass Affluent,2021-11-11
CUST00496,Francesca,White,2005-11-17,North West,Student,2018-06-11
CUST00497,Richard,Newman,1974-06-23,South East,Premier,2025-04-28
CUST00498,Charlotte,Johnston,1948-07-12,West Midlands,Student,2020-12-19
CUST00499,Elliot,Campbell,1955-02-13,Wales,Mass Market,2021-05-16
CUST00500,Annette,Bell,1973-12-10,Yorkshire,Mass Market,2019-12-02
